#    Z       m        H              D           He3            He4          C12         C13P          N14P           O16             Mrem     C13           N14
  0.0001    6.10   -0.772E-01   -0.400E-04   -0.242E-04    0.494E-01    0.337E-03    0.805E-04    0.490E-02      -0.358E-04        1.02    0.636E-05    0.198E-02
  0.0001    6.20   -0.784E-01   -0.401E-04   -0.242E-04    0.511E-01    0.333E-03    0.802E-04    0.487E-02      -0.359E-04        1.02    0.598E-05    0.190E-02
  0.0001    6.30   -0.768E-01   -0.402E-04   -0.243E-04    0.531E-01    0.327E-03    0.798E-04    0.483E-02      -0.360E-04        1.03    0.561E-05    0.184E-02
  0.0001    6.40   -0.764E-01   -0.403E-04   -0.243E-04    0.531E-01    0.323E-03    0.795E-04    0.478E-02      -0.361E-04        1.03    0.526E-05    0.178E-02
  0.0001    6.50   -0.749E-01   -0.403E-04   -0.244E-04    0.550E-01    0.318E-03    0.792E-04    0.475E-02      -0.361E-04        1.04    0.490E-05    0.170E-02
  0.0001    6.60   -0.761E-01   -0.404E-04   -0.244E-04    0.564E-01    0.315E-03    0.788E-04    0.471E-02      -0.362E-04        1.04    0.456E-05    0.165E-02
  0.0001    6.70   -0.746E-01   -0.405E-04   -0.245E-04    0.582E-01    0.310E-03    0.785E-04    0.469E-02      -0.363E-04        1.05    0.424E-05    0.158E-02
  0.0001    6.80   -0.743E-01   -0.406E-04   -0.245E-04    0.596E-01    0.305E-03    0.782E-04    0.465E-02      -0.364E-04        1.05    0.392E-05    0.152E-02
  0.0001    6.90   -0.728E-01   -0.406E-04   -0.245E-04    0.599E-01    0.302E-03    0.780E-04    0.462E-02      -0.364E-04        1.06    0.362E-05    0.147E-02
  0.0001    7.00   -0.740E-01   -0.407E-04   -0.246E-04    0.612E-01    0.297E-03    0.777E-04    0.459E-02      -0.365E-04        1.06    0.332E-05    0.141E-02
  0.0001    7.10   -0.751E-01   -0.408E-04   -0.247E-04    0.625E-01    0.311E-03    0.817E-04    0.487E-02      -0.366E-04        1.06    0.388E-05    0.149E-02
  0.0001    7.20   -0.751E-01   -0.409E-04   -0.247E-04    0.641E-01    0.325E-03    0.856E-04    0.514E-02      -0.366E-04        1.07    0.442E-05    0.155E-02
  0.0001    7.30   -0.775E-01   -0.410E-04   -0.247E-04    0.639E-01    0.338E-03    0.893E-04    0.541E-02      -0.367E-04        1.07    0.496E-05    0.163E-02
  0.0001    7.40   -0.785E-01   -0.411E-04   -0.248E-04    0.651E-01    0.351E-03    0.931E-04    0.566E-02      -0.368E-04        1.07    0.547E-05    0.168E-02
  0.0001    7.50   -0.798E-01   -0.411E-04   -0.248E-04    0.666E-01    0.363E-03    0.967E-04    0.592E-02      -0.368E-04        1.08    0.597E-05    0.176E-02
  0.0001    7.60   -0.808E-01   -0.412E-04   -0.249E-04    0.677E-01    0.375E-03    0.100E-03    0.616E-02      -0.369E-04        1.08    0.646E-05    0.181E-02
  0.0001    7.70   -0.817E-01   -0.413E-04   -0.249E-04    0.675E-01    0.387E-03    0.104E-03    0.640E-02      -0.370E-04        1.08    0.694E-05    0.188E-02
  0.0001    7.80   -0.839E-01   -0.414E-04   -0.250E-04    0.686E-01    0.399E-03    0.107E-03    0.664E-02      -0.370E-04        1.08    0.740E-05    0.193E-02
  0.0001    7.90   -0.838E-01   -0.414E-04   -0.250E-04    0.700E-01    0.410E-03    0.110E-03    0.686E-02      -0.371E-04        1.09    0.785E-05    0.200E-02
  0.0001    8.00   -0.859E-01   -0.415E-04   -0.250E-04    0.710E-01    0.421E-03    0.113E-03    0.709E-02      -0.371E-04        1.09    0.829E-05    0.205E-02
  0.0004    0.80   -0.499E-01   -0.162E-04   -0.979E-05   -0.214E-01    0.623E-03    0.000E+00    0.000E+00      -0.581E-04        0.53   -0.191E-06   -0.743E-05
  0.0004    0.90   -0.406E-01   -0.192E-04   -0.116E-04   -0.129E-01    0.248E-03    0.000E+00    0.000E+00      -0.688E-04        0.54   -0.226E-06   -0.880E-05
  0.0004    1.00   -0.246E-01   -0.211E-04   -0.128E-04   -0.319E-02   -0.264E-04    0.000E+00    0.000E+00      -0.757E-04        0.56   -0.249E-06   -0.968E-05
  0.0004    1.10   -0.275E-01   -0.231E-04   -0.140E-04   -0.503E-02   -0.289E-04    0.000E+00    0.000E+00      -0.829E-04        0.57   -0.273E-06   -0.106E-04
  0.0004    1.20   -0.241E-01   -0.248E-04   -0.150E-04   -0.239E-02   -0.310E-04    0.000E+00    0.000E+00      -0.889E-04        0.58   -0.292E-06   -0.114E-04
  0.0004    1.30   -0.273E-01   -0.262E-04   -0.158E-04   -0.784E-02   -0.328E-04    0.000E+00    0.000E+00      -0.939E-04        0.59   -0.309E-06   -0.120E-04
  0.0004    1.40   -0.265E-01   -0.274E-04   -0.166E-04   -0.681E-02   -0.343E-04    0.000E+00    0.000E+00      -0.983E-04        0.60   -0.323E-06   -0.126E-04
  0.0004    1.50   -0.242E-01   -0.282E-04   -0.170E-04   -0.492E-02   -0.352E-04    0.000E+00    0.000E+00      -0.101E-03        0.62   -0.332E-06   -0.129E-04
  0.0004    1.60   -0.243E-01   -0.291E-04   -0.176E-04   -0.233E-02    0.244E-02    0.000E+00    0.000E+00      -0.104E-03        0.63   -0.343E-06   -0.129E-04
